央视频道,#genre#
东方卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8
东方卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东方卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
东方卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
东方卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
甘肃卫视[768*576][768*576],http://39.135.138.60:18890/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视[768*576][768*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
甘肃卫视[768*576][768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
广东卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226216/index.m3u8
广东卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225597/index.m3u8?fmt=ts2hls
广东卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
广东卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
广东卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8
广东卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://111.40.196.9/PLTV/88888888/224/3221225544/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226215/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
湖北卫视[1280*720][1280*720],http://111.40.196.9/PLTV/88888888/224/3221225549/index.m3u8
湖北卫视[1280*720][1280*720],http://111.40.196.9/PLTV/88888888/224/3221225566/index.m3u8
湖北卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226194/index.m3u8
湖北卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视[1920*1080][1920*1080],http://117.169.120.140:8080/live/hdhubeistv/.m3u8
湖北卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8
湖北卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225740/index.m3u8
湖北卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖南卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226211/index.m3u8
湖南卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
江苏卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226200/index.m3u8
江苏卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
康巴卫视[1047*576][1047*576],http://111.20.33.93/TVOD/88888893/224/3221226234/index.m3u8
辽宁卫视[785*576][785*576],http://111.40.196.9/PLTV/88888888/224/3221225558/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226201/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226210/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
南方卫视[1047*576][1047*576],http://111.20.33.93/TVOD/88888893/224/3221226218/index.m3u8
内蒙古卫视[768*576][768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视[768*576][768*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视[768*576][768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视[785*576][768*576],http://111.40.196.9/PLTV/88888888/224/3221225530/index.m3u8
宁夏卫视[785*576][1024*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视[785*576][1024*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
宁夏卫视[785*576][1024*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
农林卫视[1047*576][1047*576],http://111.20.33.93/TVOD/88888893/224/3221226229/index.m3u8
山东教育卫视[1047*576][1047*576],http://111.20.33.93/TVOD/88888893/224/3221226238/index.m3u8
山东卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226209/index.m3u8
山东卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山东卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8
山东卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225484/index.m3u8?fmt=ts2hls
山东卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山东卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
陕西卫视[768*576][768*576],http://111.20.33.93/TVOD/88888893/224/3221226246/index.m3u8
陕西卫视[768*576][768*576],http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视[768*576][768*576],http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视[1047*576][1047*576],http://111.20.33.93/TVOD/88888893/224/3221226388/index.m3u8
陕西卫视[1047*576][1047*576],http://111.20.33.93/TVOD/88888893/224/3221225821/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
天津卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226204/index.m3u8
天津卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225698/index.m3u8
天津卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8
天津卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225698/index.m3u8
天津卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225485/index.m3u8?fmt=ts2hls
天津卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
延边卫视[1047*576][1047*576],http://111.20.33.93/TVOD/88888893/224/3221226220/index.m3u8
浙江卫视[1280*720][1280*720],http://111.40.196.9/PLTV/88888888/224/3221225538/index.m3u8
浙江卫视[1920*1080][1920*1080],http://111.20.33.93/TVOD/88888893/224/3221226199/index.m3u8
浙江卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视[1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
浙江卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视[1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
浙江卫视[1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视[1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视[1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视[1920*1080][1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
江西卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
江西卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225746/index.m3u8
江西卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
东南卫视[1920*1080][1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视[1920*1080][1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225585/index.m3u8?fmt=ts2hls
东南卫视[1920*1080][1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
东南卫视[1920*1080][1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
豆鱼频道 ,#genre#
【贝爷影厅】经典科幻动作灾难巨兽[1920*1080],http://epg.112114.xyz/douyu/252802
【贝爷MAX厅】科幻动作经典喜剧[1920*1080],http://epg.112114.xyz/douyu/4332
【超级赛亚人】悟吉塔[1280*720],http://epg.112114.xyz/douyu/7190773
【动漫】超燃怀旧经典[1280*720],http://epg.112114.xyz/douyu/1174353
【动漫】记录你的王者峡谷生活~[1920*1080],http://epg.112114.xyz/douyu/9360149
【回首往事】仨房间画面同步显示[1280*720],http://epg.112114.xyz/douyu/1569773
【经典动漫】9455567[1920*1080],http://epg.112114.xyz/douyu/9455567
【柯南】外表看似小孩，智慧却过于常人[1280*720],http://epg.112114.xyz/douyu/6484910
【科幻Fans】精彩科幻影视，解说连连看[1920*1080],http://epg.112114.xyz/douyu/3508304
【猫和老鼠】汤姆和杰瑞童年回忆[1920*1080],http://epg.112114.xyz/douyu/7888428
【牛叔】N分钟带你看完大片[1280*720],http://epg.112114.xyz/douyu/2758565
【女神金】60帧极致蓝光刀刀陪看[1920*1080],http://epg.112114.xyz/douyu/747764
【三笠】根本不存在解不开的迷！[1280*720],http://epg.112114.xyz/douyu/7050342
【神剧】经典神剧[1280*720],http://epg.112114.xyz/douyu/3700024
【天使点播】动漫直播间[1280*720],http://epg.112114.xyz/douyu/1487654
【童年往事】仨房间画面同步显示点播[1280*720],http://epg.112114.xyz/douyu/7256376
【小叮当】童年经典动画片[1920*1080],http://epg.112114.xyz/douyu/9445279
【Hunter】动漫热血老贼冒险[1280*720],http://epg.112114.xyz/douyu/6610883
【RM-点播】点播！模式-24H欢乐不断[1920*1080],http://epg.112114.xyz/douyu/131977
【RM-轮播】轮播！模式-24H欢乐不断[1920*1080],http://epg.112114.xyz/douyu/7298973
♥卡面来打♥[1280*720],http://epg.112114.xyz/douyu/1218414
✨✨✨计划！五一节の快乐✨✨✨[1280*720],http://epg.112114.xyz/douyu/7528160
✨动漫✨热血木叶忍者草帽路飞青春[1920*1080],http://epg.112114.xyz/douyu/206858
宝可梦加油。感谢大家。[1280*720],http://epg.112114.xyz/douyu/9765742
草帽丶海贼团的直播间[1280*720],http://epg.112114.xyz/douyu/997925
动漫二次元#补番推荐#[1280*720],http://epg.112114.xyz/douyu/9429545
动漫推荐官方直播间[1920*1080],http://epg.112114.xyz/douyu/5187099
海绵与大星直播间[1064*720],http://epg.112114.xyz/douyu/2250349
开心锤锤，开心快乐每一天！[1920*1080],http://epg.112114.xyz/douyu/9018297
鲁过一世的直播间[1920*1080],http://epg.112114.xyz/douyu/9716515
美味！蟹黄堡[800*450],http://epg.112114.xyz/douyu/8762358
浦饭幽游藏马飞影桑原[1280*720],http://epg.112114.xyz/douyu/9938431
少女与半妖[852*480],http://epg.112114.xyz/douyu/7422897
舔狗波比的幸福生活[1280*692],http://epg.112114.xyz/douyu/7620081
铁头与橘子（每周更新一起看霸总）[1080*1920],http://epg.112114.xyz/douyu/9450942
万年如一柯播南，各位给点电费吧[1280*720],http://epg.112114.xyz/douyu/1783144
星矢-燃烧吧我的小宇宙[1280*720],http://epg.112114.xyz/douyu/8458270
中二日记搞笑日常更新[1920*1080],http://epg.112114.xyz/douyu/9505575
最好看的搞笑篮球动漫[1920*1080],http://epg.112114.xyz/douyu/9401305
最新奇幻电影解说-宇宙无敌韩三金[1920*1080],http://epg.112114.xyz/douyu/3194372
